"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-19","0.22",",,W"," 1704",",,X"," 1332",",,W","0.01",",,0,2400",,,,,,,"62",",,0","57",",,0","  270",",,X","  110",",,X","6.0",",,X","8.9",",,X",,,,,"    1",",,0","    1",",,0","    1",",,X",,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-20","2.46",",,W"," 1335",",,X"," 1243",",,W","0.03",",,0,2400",,,,,,,"64",",,0","50",",,0","  270",",,X","  270",",,X","8.9",",,X","17.0",",,X","    1",",,W",,,"    1",",,0",,,"    1",",,W",,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-21","3.58",",,W"," 1439",",,X"," 1410",",,W","0.21",",,0,2400",,,,,,,"61",",,0","49",",,0","  270",",,X","  260",",,X","13.0",",,X","25.1",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-22","0.89",",,W"," 1459",",,X"," 1506",",,W","0.00",",,0,2400",,,,,,,"61",",,0","45",",,0","  270",",,X","  260",",,X","8.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-23","2.01",",,W"," 1450",",,X"," 1558",",,W","0.00",",,0,2400",,,,,,,"61",",,0","48",",,0","  260",",,X","  260",",,X","10.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-24","1.57",",,W"," 1621",",,X"," 1234",",,W","0.00",",,0,2400",,,,,,,"60",",,0","47",",,0","  270",",,X","  130",",,X","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-25","0.45",",,W"," 1326",",,X"," 1326",",,W","0.00",",,0,2400",,,,,,,"63",",,0","42",",,0","  270",",,X","  280",",,X","6.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-26","0.67",",,W"," 1610",",,X"," 1358",",,W","0.00",",,0,2400",,,,,,,"68",",,0","44",",,0","  270",",,X","  280",",,X","6.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-27","0.89",",,W"," 1504",",,X"," 1457",",,W","0.12",",,0,2400",,,,,,,"62",",,0","41",",,0","  260",",,X","  280",",,X","8.9",",,X","21.0",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-28","4.70",",,W"," 1915",",,X"," 1452",",,W","0.00",",,0,2400",,,,,,,"58",",,0","44",",,0","  330",",,X","  320",",,X","14.1",",,X","25.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-29","1.12",",,W"," 1535",",,X"," 1535",",,W","0.00",",,0,2400",,,,,,,"63",",,0","43",",,0","  270",",,X","  280",",,X","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-11-30","0.67",",,W"," 1522",",,X"," 1536",",,W","0.00",",,0,2400",,,,,,,"67",",,0","39",",,0","  280",",,X","  270",",,X","6.0",",,X","8.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-01","2.01",",,W"," 1535",",,X"," 1610",",,W","0.00",",,0,2400",,,,,,,"73",",,0","48",",,0","  290",",,X","  280",",,X","6.0",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-02","0.00",",,W"," 1543",",,X"," 1358",",,W","0.00",",,0,2400",,,,,,,"74",",,0","47",",,0","  270",",,X","  260",",,X","6.0",",,X","8.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-03","0.22",",,W"," 2202",",,X"," 1349",",,W","0.00",",,0,2400",,,,,,,"71",",,0","48",",,0","   90",",,X","  270",",,X","4.9",",,X","8.9",",,X",,,,,,,"    1",",,0","    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-04","0.67",",,W"," 1049",",,X"," 1030",",,W","0.00",",,0,2400",,,,,,,"64",",,0","50",",,0","  100",",,X","  100",",,X","6.9",",,X","12.1",",,X","    1",",,W",,,,,"    1",",,0","    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-05","1.12",",,W"," 1853",",,X"," 1851",",,W","0.29",",,0,2400",,,,,,,"68",",,0","50",",,0","  270",",,X","  270",",,X","12.1",",,X","21.0",",,X",,,,,"    1",",,0","    1",",,0","    1",",,X",,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-06","0.45",",,W"," 1403",",,X"," 1403",",,W","0.03",",,0,2400",,,,,,,"68",",,0","51",",,0","  270",",,X","  270",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-07","0.45",",,W"," 1451",",,X"," 1503",",,W","0.00",",,0,2400",,,,,,,"77",",,0","48",",,0","  270",",,X","  280",",,X","6.0",",,X","8.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-08","0.00",",,W"," 1353",",,X"," 1530",",,W","0.00",",,0,2400",,,,,,,"73",",,0","49",",,0","  270",",,X","  270",",,X","6.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-09","0.22",",,W"," 1642",",,X"," 1252",",,W","0.00",",,0,2400",,,,,,,"69",",,0","49",",,0","  260",",,X","  240",",,X","4.9",",,X","8.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-10","1.57",",,W"," 1930",",,X"," 1803",",,W","0.00",",,0,2400",,,,,,,"73",",,0","51",",,0","   90",",,X","  270",",,X","8.1",",,X","17.0",",,X","    1",",,X","    1",",,X",,,"    1",",,0","    1",",,X","    1",",,0","    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-11","0.67",",,W"," 1515",",,X"," 1402",",,W","0.00",",,0,2400",,,,,,,"78",",,0","51",",,0","  270",",,X","  270",",,X","6.0",",,X","8.9",",,X","    1",",,W",,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-12","1.12",",,W"," 1040",",,X"," 1030",",,W","0.00",",,0,2400",,,,,,,"85",",,0","58",",,0","   20",",,X","  360",",,X","6.0",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-13","0.67",",,W"," 1408",",,X"," 1354",",,W","0.00",",,0,2400",,,,,,,"80",",,0","52",",,0","  270",",,X","  270",",,X","6.9",",,X","10.1",",,X","    1",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-14","0.89",",,W"," 1051",",,X"," 2013",",,W","0.00",",,0,2400",,,,,,,"60",",,0","51",",,0","   90",",,X","  130",",,X","6.9",",,X","10.1",",,X","    1",",,X","    1",",,X",,,"    1",",,0","    1",",,X","    1",",,0","    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-15","1.12",",,W"," 1007",",,X"," 0228",",,W","0.00","T,,0,2400",,,,,,,"61",",,0","54",",,0","  100",",,X","   90",",,X","6.9",",,X","10.1",",,X","    1",",,W",,,"    1",",,0","    1",",,0","    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-16","0.45",",,W"," 1441",",,X"," 1520",",,W","0.03",",,0,2400",,,,,,,"63",",,0","53",",,0","  270",",,X","  280",",,X","8.1",",,X","12.1",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-17","5.82",",,W"," 1517",",,X"," 1407",",,W","0.27",",,0,2400",,,,,,,"57",",,0","53",",,0","  110",",,X","  100",",,X","12.1",",,X","19.9",",,X","    1",",,W",,,"    1",",,0",,,"    1",",,W",,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-18","3.58",",,W"," 2339",",,X"," 1918",",,W","1.19",",,0,2400",,,,,,,"61",",,0","57",",,0","  100",",,X","  140",",,X","8.9",",,X","17.9",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-19","2.91",",,W"," 0456",",,X"," 1534",",,W","2.80",",,0,2400",,,,,,,"63",",,0","57",",,0","   90",",,X","  270",",,X","13.0",",,X","19.9",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-20","1.12",",,W"," 1411",",,X"," 1658",",,W","1.32",",,0,2400",,,,,,,"61",",,0","54",",,0","  110",",,X","  190",",,X","8.9",",,X","14.1",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-21","2.91",",,W"," 2212",",,X"," 2204",",,W","0.89",",,0,2400",,,,,,,"58",",,0","53",",,0","  100",",,X","  100",",,X","8.9",",,X","15.0",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-22","2.01",",,W"," 1248",",,X"," 1334",",,W","1.70",",,0,2400",,,,,,,"61",",,0","52",",,0","  130",",,X","  240",",,X","8.1",",,X","15.0",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-23","0.67",",,W"," 1351",",,X"," 1639",",,W","0.00",",,0,2400",,,,,,,"62",",,0","50",",,0","  280",",,X","  280",",,X","6.9",",,X","10.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-24","0.67",",,W"," 1617",",,X"," 1617",",,W","0.00",",,0,2400",,,,,,,"68",",,0","47",",,0","  270",",,X","  270",",,X","6.9",",,X","10.1",",,X","    1",",,X","    1",",,W",,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-25","1.34",",,W"," 1519",",,X"," 1806",",,W","0.63",",,0,2400",,,,,,,"62",",,0","47",",,0","  140",",,X","  180",",,X","6.9",",,X","14.1",",,X","    1",",,W","    1",",,W","    1",",,0","    1",",,0","    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-26","0.89",",,W"," 1351",",,X"," 1424",",,W","0.27",",,0,2400",,,,,,,"63",",,0","48",",,0","  290",",,X","  280",",,X","6.9",",,X","12.1",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-27","0.00",",,W"," 1430",",,X"," 1442",",,W","0.00",",,0,2400",,,,,,,"67",",,0","43",",,0","  270",",,X","  270",",,X","6.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-28","1.12",",,W"," 1534",",,X"," 1620",",,W","0.00",",,0,2400",,,,,,,"66",",,0","45",",,0","  280",",,X","  280",",,X","6.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-29","2.68",",,W"," 2231",",,X"," 2124",",,W","0.81",",,0,2400",,,,,,,"57",",,0","49",",,0","  330",",,X","  320",",,X","14.1",",,X","28.0",",,X","    1",",,W",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-30","6.04",",,W"," 0416",",,X"," 0052",",,W","0.00",",,0,2400",,,,,,,"55",",,0","45",",,0","   10",",,X","  330",",,X","17.0",",,X","25.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2010-12-31","1.12",",,W"," 0008",",,X"," 0002",",,W","0.00",",,0,2400",,,,,,,"57",",,0","37",",,0","  340",",,X","  340",",,X","10.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-01","2.24",",,W"," 2341",",,X"," 0910",",,W","0.00",",,X,2400",,,,,,,"59",",,X","45",",,X","  100",",,X","  110",",,X","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-02","2.91",",,W"," 1904",",,X"," 1907",",,W","0.47",",,X,2400",,,,,,,"52",",,X","45",",,X","   80",",,X","   70",",,X","8.9",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-03","2.01",",,W"," 1600",",,X"," 1554",",,W","0.11",",,X,2400",,,,,,,"57",",,X","44",",,X","   80",",,X","   80",",,X","8.1",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-04","1.12",",,W"," 1905",",,X"," 1905",",,W","0.00",",,X,2400",,,,,,,"64",",,X","43",",,X","  350",",,X","  350",",,X","6.0",",,X","10.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-05","1.12",",,W"," 1010",",,X"," 1022",",,W","0.00",",,X,2400",,,,,,,"67",",,X","46",",,X","   20",",,X","  360",",,X","6.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-06","1.12",",,W"," 2340",",,X"," 2337",",,W","0.00","T,,X,2400",,,,,,,"70",",,X","51",",,X","   10",",,X","   80",",,X","6.9",",,X","10.1",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-07","0.67",",,W"," 1657",",,X"," 1656",",,W","0.00",",,X,2400",,,,,,,"63",",,X","49",",,X","  270",",,X","  270",",,X","6.9",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-08","0.89",",,W"," 9999",",X,X",,,"0.00",",,W,2400",,,,,,,"60",",,W","51",",,W","  260",",,W",,,"6.9",",,W",,,,,,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-09","0.45",",,W"," 1632",",,X"," 1635",",,W","0.00",",,X,2400",,,,,,,"60",",,X","48",",,X","  280",",,X","  260",",,X","6.9",",,X","8.9",",,X","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-10","0.67",",,W"," 2232",",,X"," 2231",",,W","0.00",",,X,2400",,,,,,,"63",",,X","45",",,X","   60",",,X","   60",",,X","6.0",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-11","1.12",",,W"," 1104",",,X"," 1103",",,W","0.00","T,,X,2400",,,,,,,"64",",,X","50",",,X","   70",",,X","   70",",,X","6.9",",,X","10.1",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-12","0.89",",,W"," 1340",",,X"," 1342",",,W","0.00",",,X,2400",,,,,,,"72",",,X","48",",,X","  260",",,X","  270",",,X","6.0",",,X","10.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-13","0.89",",,W"," 1442",",,X"," 1458",",,W","0.00",",,X,2400",,,,,,,"75",",,X","52",",,X","  280",",,X","  280",",,X","6.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-14","0.00",",,W"," 1442",",,X"," 1416",",,W","0.00",",,X,2400",,,,,,,"80",",,X","51",",,X","  270",",,X","  280",",,X","4.9",",,X","8.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-15","0.22",",,W"," 1519",",,X"," 1438",",,W","0.00",",,X,2400",,,,,,,"82",",,X","51",",,X","  270",",,X","  280",",,X","6.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-16","0.22",",,W"," 1324",",,X"," 1324",",,W","0.00",",,X,2400",,,,,,,"81",",,X","52",",,X","  270",",,X","  280",",,X","6.0",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-17","0.45",",,W"," 1430",",,X"," 1429",",,W","0.00",",,X,2400",,,,,,,"84",",,X","55",",,X","  270",",,X","  270",",,X","6.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-18",,," 1505",",,X"," 1458",",,W","0.00",",,X,2400",,,,,,,"82",",,X","60",",,X","  280",",,X","  270",",,X","6.0",",,X","8.9",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-19","0.22",",,W"," 1534",",,X"," 1533",",,W","0.00",",,X,2400",,,,,,,"70",",,X","53",",,X","  140",",,X","  140",",,X","6.9",",,X","14.1",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-20","0.00",",,W"," 1617",",,X"," 1414",",,W","0.00",",,X,2400",,,,,,,"77",",,X","50",",,X","  270",",,X","  280",",,X","6.0",",,X","8.9",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-21","0.89",",,W"," 1831",",,X",,,"0.00",",,X,2400",,,,,,,"75",",,X","49",",,X","  270",",,Z",,,"6.9",",,Z",,,,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-22","0.67",",,W"," 1626",",,X"," 1531",",,W","0.00",",,X,2400",,,,,,,"71",",,X","48",",,X","  270",",,X","  280",",,X","6.0",",,X","8.9",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-23","0.67",",,W"," 1626",",,X"," 1525",",,W","0.00",",,X,2400",,,,,,,"77",",,X","48",",,X","  270",",,X","  280",",,X","6.9",",,X","12.1",",,X","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-24","0.45",",,W"," 1553",",,X"," 1553",",,W","0.00",",,X,2400",,,,,,,"75",",,X","47",",,X","  270",",,X","  270",",,X","6.9",",,X","10.1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-25","0.45",",,W"," 1504",",,X"," 1504",",,W","0.00",",,X,2400",,,,,,,"76",",,X","49",",,X","  280",",,X","  270",",,X","6.9",",,X","8.9",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-26","0.89",",,W"," 1938",",,X",,,"0.00",",,X,2400",,,,,,,"77",",,X","48",",,X","  280",",,Z",,,"4.9",",,Z",,,,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-27","0.22",",,W"," 1525",",,X"," 1339",",,W","0.00",",,X,2400",,,,,,,"75",",,X","47",",,X","  270",",,X","  280",",,X","6.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-28","0.67",",,W"," 1656",",,X"," 1651",",,W","0.00",",,X,2400",,,,,,,"74",",,X","49",",,X","  270",",,X","  270",",,X","4.9",",,X","6.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-29","1.12",",,W"," 1816",",,X"," 1415",",,W","0.00",",,X,2400",,,,,,,"67",",,X","45",",,X","  270",",,X","  280",",,X","6.0",",,X","12.1",",,X","    1",",,W",,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-30","1.34",",,W"," 1536",",,X"," 1615",",,W","0.21",",,X,2400",,,,,,,"58",",,X","49",",,X","  270",",,X","  260",",,X","12.1",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-01-31",,," 1503",",,X"," 1221",",,W","0.00",",,X,2400",,,,,,,"65",",,X","45",",,X","  260",",,X","  150",",,X","6.9",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-01",,," 1442",",,X"," 1442",",,W","0.00",",,X,2400",,,,,,,"63",",,X","49",",,X","  270",",,X","  280",",,X","8.9",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-02","0.45",",,W"," 2035",",,X"," 1849",",,W","0.00",",,X,2400",,,,,,,"64",",,X","41",",,X","  260",",,X","  270",",,X","4.9",",,X","6.9",",,X","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-03","0.45",",,W"," 1539",",,X"," 1537",",,W","0.00",",,X,2400",,,,,,,"62",",,X","39",",,X","  280",",,X","  270",",,X","8.9",",,X","15.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-04","0.67",",,W"," 1435",",,X"," 1435",",,W","0.00",",,X,2400",,,,,,,"66",",,X","43",",,X","  280",",,X","  280",",,X","8.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-05","0.22",",,W"," 2126",",,X"," 1402",",,W","0.00",",,X,2400",,,,,,,"67",",,X","45",",,X","  100",",,X","  220",",,X","4.9",",,X","8.9",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-06","0.45",",,W"," 1600",",,X"," 1413",",,W","0.00",",,X,2400",,,,,,,"76",",,X","49",",,X","  270",",,X","  270",",,X","6.9",",,X","13.0",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-07","0.89",",,W"," 1548",",,X"," 1432",",,W","0.00",",,X,2400",,,,,,,"79",",,X","51",",,X","  270",",,X","  270",",,X","6.9",",,X","14.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2011-02-08","1.57",",,W"," 1532",",,X"," 1527",",,W","0.00",",,X,2400",,,,,,,"67",",,X","53",",,X","  270",",,X","  290",",,X","8.1",",,X","14.1",",,X","    1",",,W",,,,,,,"    1",",,X",,,"    1",",,X",,
