"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-17","0.00","0.0","0.0","91","70","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-18","0.00","0.0","0.0","90","75","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-19","0.00","0.0","0.0","92","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-20","0.00","0.0","0.0","95","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-21","0.00","0.0","0.0","99","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-22","0.00","0.0","0.0","101","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-23","0.00","0.0","0.0","94","75","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-24","0.00","0.0","0.0","95","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-25","0.00","0.0","0.0","96","75","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-26","0.00","0.0","0.0","96","75","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-27","0.00","0.0","0.0","95","75","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-28","0.00","0.0","0.0","97","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-29","0.00","0.0","0.0","100","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-30","0.00","0.0","0.0","100","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-07-31","0.00","0.0","0.0","99","71","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-01","0.00","0.0","0.0","102","75","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-02","0.00","0.0","0.0","103","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-03","0.00","0.0","0.0","102","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-04","0.00","0.0","0.0","100","74","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-05","0.00","0.0","0.0","100","73","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-06","0.00","0.0","0.0","98","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-07","0.00","0.0","0.0","98","71","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-08","0.00","0.0","0.0","102","73","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-09","0.00","0.0","0.0","101","75","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-10","0.00","0.0","0.0","102","75","76","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-11","0.00","0.0","0.0","106","71","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-12","0.00","0.0","0.0","102","72","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-13","0.00","0.0","0.0","101","76","78","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-14","0.07","0.0","0.0","104","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-15","0.00","0.0","0.0","101","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-16","0.00","0.0","0.0","101","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-17","0.00","0.0","0.0","100","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-18","0.00","0.0","0.0","101","76","78","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-19","1.01","0.0","0.0","89","70","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-20","0.00","0.0","0.0","87","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-21","0.00","0.0","0.0","96","70","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-22","0.01","0.0","0.0","93","70","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-23","0.06","0.0","0.0","92","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-24","0.00","0.0","0.0","93","71","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-25","0.00","0.0","0.0","95","73","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-26","0.00","0.0","0.0","96","77","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-27","0.00","0.0","0.0","94","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-28","0.00","0.0","0.0","95","71","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-29","0.00","0.0","0.0","95","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-30","0.00","0.0","0.0","94","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-08-31","0.00","0.0","0.0","98","70","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-01","0.00","0.0","0.0","99","71","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-02","0.00","0.0","0.0","98","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-03","0.00","0.0","0.0","99","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-04","0.00","0.0","0.0","100","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-05","0.00","0.0","0.0","101","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-06","0.00","0.0","0.0","101","71","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-07","0.00","0.0","0.0","100","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-08","0.00","0.0","0.0","102","72","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-09","0.00","0.0","0.0","85","63","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-10","0.00","0.0","0.0","90","58","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-11","0.00","0.0","0.0","93","58","60","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-12","0.00","0.0","0.0","92","60","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-13","0.00","0.0","0.0","97","73","76","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-14","1.20","0.0","0.0","87","65","65","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-15","0.18","0.0","0.0","69","63","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-16","0.00","0.0","0.0","77","63","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-17","1.41","0.0","0.0","70","62","63","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-18","0.00","0.0","0.0","82","63","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-19","0.00","0.0","0.0","84","58","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-20","0.00","0.0","0.0","86","58","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-21","0.00","0.0","0.0","89","58","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-22","0.00","0.0","0.0","89","58","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-23","0.00","0.0","0.0","89","62","64","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-24","0.00","0.0","0.0","91","64","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-25","0.00","0.0","0.0","90","65","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-26","0.00","0.0","0.0","90","69","69","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-27","0.00","0.0","0.0","91","66","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-28","0.00","0.0","0.0","86","66","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-29","0.62","0.0","0.0","84","69","69","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-09-30","0.99","0.0","0.0","79","65","65","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-01","0.00","0.0","0.0","75","57","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-02","0.00","0.0","0.0","81","58","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-03","0.00","0.0","0.0","78","53","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-04","0.00","0.0","0.0","83","53","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-05","0.00","0.0","0.0","88","68","69","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-06","0.00","0.0","0.0","87","60","60","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-07","0.00","0.0","0.0","70","48","48","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-08","0.00","0.0","0.0","56","48","48","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-09","0.00","0.0","0.0","70","48","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-10","0.00","0.0","0.0","80","59","69","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-11","0.00","0.0","0.0","87","69","71","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-12","0.38","0.0","0.0","82","70","70","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-13","0.00","0.0","0.0","85","70","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-14","0.40","0.0","0.0","78","65","65","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-15","0.00","0.0","0.0","84","56","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-16","0.00","0.0","0.0","77","58","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-17","0.05","0.0","0.0","68","62","64","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-18","0.00","0.0","0.0","91","60","60","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-19","0.00","0.0","0.0","77","45","47","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-20","0.00","0.0","0.0","82","47","55","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-21","0.00","0.0","0.0","84","55","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-22","0.00","0.0","0.0","88","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-23","0.00","0.0","0.0","88","69","69","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-24","0.00","0.0","0.0","81","65","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-25","0.00","0.0","0.0","83","65","69","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-26","0.00","0.0","0.0","85","54","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-27","0.02","0.0","0.0","54","42","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-28","0.00","0.0","0.0","61","39","40","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-29","0.00","0.0","0.0","64","36","36","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-30","0.00","0.0","0.0","70","36","43","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-10-31","0.00","0.0","0.0","76","43","55","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-01","0.00","0.0","0.0","85","55","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-02","0.00","0.0","0.0","85","57","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-03","0.00","0.0","0.0","83","63","64","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-04","0.08","0.0","0.0","82","56","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-05","0.00","0.0","0.0","78","55","56","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-06","0.00","0.0","0.0","84","48","50","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-07","0.00","0.0","0.0","77","50","55","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-08","0.00","0.0","0.0","81","53","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-09","0.00","0.0","0.0","81","54","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-10","0.00","0.0","0.0","82","61","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-11","0.00","0.0","0.0","81","62","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-12","0.00","0.0","0.0","78","41","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-13","0.00","0.0","0.0","62","38","39","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-14","0.00","0.0","0.0","55","39","40","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-15","0.00","0.0","0.0","65","39","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-16","0.00","0.0","0.0","63","42","46","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-17","0.00","0.0","0.0","65","35","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-18","0.00","0.0","0.0","68","35","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-19","0.00","0.0","0.0","72","44","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-20","0.00","0.0","0.0","74","52","52","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-21","0.00","0.0","0.0","82","52","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-22","0.00","0.0","0.0","79","52","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-23","0.00","0.0","0.0","77","54","55","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-24","0.00","0.0","0.0","68","44","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-25","0.00","0.0","0.0","64","44","45","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-26","0.00","0.0","0.0","75","45","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-27","0.00","0.0","0.0","83","48","48","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-28","0.00","0.0","0.0","57","33","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-29","0.00","0.0","0.0","67","33","41","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-11-30","0.00","0.0","0.0","69","41","60","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-01","0.00","0.0","0.0","76","60","66","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-02","0.00","0.0","0.0","79","65","67","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-03","0.00","0.0","0.0","77","63","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-04","0.00","0.0","0.0","78","62","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-05","0.00","0.0","0.0","75","47","48","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-06","0.00","0.0","0.0","71","46","52","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-07","0.01","0.0","0.0","71","52","59","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-08","0.00","0.0","0.0","76","59","63","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-09","0.00","0.0","0.0","78","63","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-10","0.00","0.0","0.0","78","38","38","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-11","0.00","0.0","0.0","49","27","27","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-12","0.00","0.0","0.0","53","25","25","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-13","0.00","0.0","0.0","60","25","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-14","0.00","0.0","0.0","67","33","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-15","0.00","0.0","0.0","68","54","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-16","0.06","0.0","0.0","70","54","54","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-17","0.00","0.0","0.0","68","42","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-18","0.00","0.0","0.0","70","41","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-19","0.00","0.0","0.0","81","41","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-20","0.00","0.0","0.0","82","39","39","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-21","0.00","0.0","0.0","67","31","32","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-22","0.00","0.0","0.0","62","32","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-23","0.00","0.0","0.0","67","35","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-24","0.00","0.0","0.0","71","43","43","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-25","0.00","0.0","0.0","65","43","56","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-26","0.00","0.0","0.0","65","25","25","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-27","0.00","0.0","0.0","41","25","26","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-28","0.01","0.0","0.0","44","26","41","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-29","0.00","0.0","0.0","60","31","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-30","0.00","0.0","0.0","51","27","29","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2012-12-31","0.10","0.0","0.0","47","29","44","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-01","0.17","0.0","0.0","55","44","44","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-02","0.01","0.0","0.0","53","32","32","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-03","0.00","0.0","0.0","42","29","34","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-04","0.08","0.0","0.0","44","34","34","0.0","0.0","    1",,"    1",,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-05","0.25","0.0","0.0","42","34","39","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-06","0.00","0.0","0.0","54","33","34","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-07","0.00","0.0","0.0","58","31","31","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-08","0.05","0.0","0.0","56","31","45","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-09","1.87","0.0","0.0","55","45","55","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-10","0.41","0.0","0.0","56","41","45","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-11","0.00","0.0","0.0","63","43","45","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-12","0.03","0.0","0.0","74","45","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-13","0.00","0.0","0.0","72","37","37","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-14","0.00","0.0","0.0","50","32","32","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-15","0.04","0.0","0.0","49","32","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-16","0.00","0.0","0.0","39","26","26","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-17","0.00","0.0","0.0","52","25","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-18","0.00","0.0","0.0","64","35","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-19","0.00","0.0","0.0","63","33","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-20","0.00","0.0","0.0","68","40","40","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-21","0.00","0.0","0.0","73","40","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-22","0.00","0.0","0.0","70","39","39","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-23","0.00","0.0","0.0","71","39","51","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-24","0.00","0.0","0.0","73","51","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-25","0.00","0.0","0.0","79","61","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-26","0.01","0.0","0.0","79","49","49","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-27","0.00","0.0","0.0","63","49","58","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-28","0.00","0.0","0.0","77","58","67","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-29","0.00","0.0","0.0","76","67","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-30","0.00","0.0","0.0","80","43","46","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-01-31","0.00","0.0","0.0","58","31","32","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-01","0.00","0.0","0.0","68","32","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-02","0.00","0.0","0.0","71","41","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-03","0.00","0.0","0.0","76","41","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-04","0.00","0.0","0.0","72","41","56","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-05","0.00","0.0","0.0","74","50","50","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-06","0.03","0.0","0.0","78","50","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-07","0.00","0.0","0.0","74","57","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-08","0.00","0.0","0.0","83","46","46","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-09","0.00","0.0","0.0","69","46","51","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-10","0.21","0.0","0.0","67","51","52","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-11","0.00","0.0","0.0","65","52","54","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-12","0.10","0.0","0.0","57","48","50","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2013-02-13","0.00","0.0","0.0","70","37","37","0.0","0.0",,,,,,
